LGACODE,LABEL,YEAR,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Persons,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Median_Amount,METHOD OF TRAVEL TO WORK_Used one method - Train or tram,METHOD OF TRAVEL TO WORK_Used one method - Bus,METHOD OF TRAVEL TO WORK_Used one method - Car (as driver or passenger),METHOD OF TRAVEL TO WORK_Used one method - Motor bike/scooter,METHOD OF TRAVEL TO WORK_Used one method - Bicycle,METHOD OF TRAVEL TO WORK_Used one method - Other (inc. Taxis),METHOD OF TRAVEL TO WORK_Used one method - Walked only,METHOD OF TRAVEL TO WORK_Total used one method,METHOD OF TRAVEL TO WORK_Total used more than one method,METHOD OF TRAVEL TO WORK_Other - Worked from home,METHOD OF TRAVEL TO WORK_Other - Employed but did not go to work,METHOD OF TRAVEL TO WORK_Other - Method of travel not stated,METHOD OF TRAVEL TO WORK_Total employed,HOUSEHOLDS BY TYPE_Lone person households,HOUSEHOLDS BY TYPE_Group households,HOUSEHOLDS BY TYPE_Family households,HOUSEHOLDS BY TYPE_Total households,HOUSEHOLDS BY TYPE_Average Household Size,FAMILIES BY TYPE_Couple families with children under 15 and/or dependent students,FAMILIES BY TYPE_Couple families with non-dependent children only,FAMILIES BY TYPE_Couple families without children,"FAMILIES BY TYPE_One parent families, children under 15 &/or dependent students","FAMILIES BY TYPE_One parent families, non-dependent children only",FAMILIES BY TYPE_Other families,FAMILIES BY TYPE_Total families,FAMILIES BY TYPE_Average Family Size,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a registered marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a de facto marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Not married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Never Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Widowed,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Divorced,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Separated,ACCESS TO INTERNET AT HOME_Internet accessed from dwelling,ACCESS TO INTERNET AT HOME_Internet not accessed from dwelling,ACCESS TO INTERNET AT HOME_Average monthly household rental payment,ACCESS TO INTERNET AT HOME_Average monthly household mortgage payment,UNPAID CHILD CARE _Persons who did not provide child care (%),UNPAID CHILD CARE _Persons who cared for own child/children ,UNPAID CHILD CARE _Persons who cared for other child/children ,UNPAID CHILD CARE _Persons who cared for own child/children and other child/children ,UNPAID WORK_Persons who provided unpaid assistance to a person with a disability ,UNPAID WORK_Persons undertaking voluntary work for an organisation or group,COUNT OF ALL CHILDREN IN FAMILY_Average number of all children in a family,HOUSING SUITABILITY_Dwellings with extra bedrooms needed,HOUSING SUITABILITY_Dwellings with bedrooms spare,HOUSING SUITABILITY_Dwellings with no bedrooms needed or spare,DWELLING STRUCTURE_Separate house ,"DWELLING STRUCTURE_Semi-detached, row or terrace house, townhouse etc. ",DWELLING STRUCTURE_Flat or apartment ,DWELLING STRUCTURE_Other dwelling ,TENURE TYPEOwned Outright,TENURE TYPEOwned with a mortgage,TENURE TYPERented,HOUSEHOLD STRESS_Households where mortgage repayments are less than 30% of household income,HOUSEHOLD STRESS_Households with mortgage repayments greater than or equal to 30% of household income,HOUSEHOLD STRESS_Households where rent payments are less than 30% of household income,HOUSEHOLD STRESS_Households with rent payments greater than or equal to 30% of household income,SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_Australia SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_Australia SEIFA decile ranking - Index of Economic Resources (IER),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_State SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_State SEIFA decile ranking - Index of Economic Resources (IER),"Homelessness rate per 10,000 persons",Average commuting distance from Place of Usual Residence,Median commuting distance from Place of Usual Residence,Average commuting distance to place of work,Median commuting distance to place of work
52240,Cranbrook (S),2014,141,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52240,Cranbrook (S),2015,148,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52240,Cranbrook (S),2016,132,50,,,266,3,3,22,57,346,10,111,53,4,524,97,3,285,388,2.4,86,21,152,6,13,3,284,2.9,412,98,202,59.5,24.5,4.4,8,3.2,72.7,24.7,452,818,63,18.5,4.5,2.4,10.7,34.5,1.8,7,313,39,369,7,3,3,47.1,18.3,28.5,95.5,4.5,97.4,2.6,6,6,8,8,5,5,7,6,,26,12.6,24.6,10.3
52310,Cuballing (S),2011,107,50,,7,240,,,11,26,286,11,67,60,7,431,79,5,251,336,2.4,86,14,134,20,7,,259,2.9,371,76,172,60.1,22.4,3.6,8.6,4.1,,,561,"1,235",63.6,23.4,6.1,1.6,11,31.9,1.8,,,,330,,,3,45.9,37.2,14.4,91.5,8.5,99.1,0.9,,,,,,,,,,,,,
52310,Cuballing (S),2012,105,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52310,Cuballing (S),2013,88,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52310,Cuballing (S),2014,82,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52310,Cuballing (S),2015,96,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52310,Cuballing (S),2016,94,100,,5,223,,,17,22,267,2,46,46,10,371,89,3,216,309,2.2,62,16,128,3,3,3,221,2.7,336,66,159,60.6,23.4,3.2,8.3,4.4,76.7,21,677,"1,306",66,15.4,3.8,0.7,12.3,29.9,2,3,261,30,301,,,,51.5,32,14.9,96.4,3.6,99,1,8,8,8,9,7,7,7,8,,26.8,16,22.1,14.5
52380,Cue (S),2011,22,100,,,29,,,3,27,65,2,8,3,5,83,47,,58,101,1.9,7,3,33,7,,,56,2.9,65,23,88,39.1,35.6,4.4,11.1,6.7,,,339,75,62.7,9.3,1.8,,6.7,18.2,1.9,,,,90,,,11,46.3,8.3,30.6,96.8,3.2,96.4,3.6,,,,,,,,,211.3,,,,
52380,Cue (S),2014,22,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52380,Cue (S),2016,27,102,,,33,,,5,16,49,5,8,4,,66,34,3,34,66,1.9,3,,22,3,,,32,2.5,34,20,47,35.5,36.1,5.4,18.7,4.8,63.6,27.3,452,75,60.8,7.8,3,,8.4,22.9,1.9,,51,5,55,,,3,36.1,11.1,37.5,100,0,100,0,2,2,8,1,1,2,7,1,348.5,25.5,0.8,16.8,0.7
52450,Cunderdin (S),2011,195,90,,8,359,,3,14,70,474,2,66,61,6,605,129,12,339,482,2.4,124,18,165,24,10,3,341,2.9,500,86,284,53.2,31.8,5.3,6.2,3.1,,,487,"1,170",69.6,17.6,5.8,1.2,11.5,35.1,1.9,,,,459,15,3,13,41.6,26.5,28.4,94.7,5.3,95.9,4.1,,,,,,,,,,,,,
52450,Cunderdin (S),2012,173,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52450,Cunderdin (S),2013,180,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52450,Cunderdin (S),2014,185,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52450,Cunderdin (S),2015,177,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52450,Cunderdin (S),2016,181,158,,7,383,,,6,73,478,7,48,78,8,619,137,7,335,479,2.5,120,35,158,19,15,5,348,3,487,97,312,51.3,34,4.8,7.7,2.3,77.5,19.2,691,"1,124",63.9,17.7,6.3,1,10.2,38.1,1.9,9,382,61,436,,12,4,38.7,26.4,28.9,96,4,95,5,8,7,6,7,7,6,5,5,40.7,21.1,5.1,23.8,5.2
52520,Dalwallinu (S),2011,174,100,,3,402,3,7,20,81,528,5,103,67,16,719,130,10,328,471,2.5,131,34,148,13,8,,332,3.1,484,114,294,55.9,31.4,5.4,5.8,2.5,,,451,994,65.6,20.1,7.9,1.4,11.9,36.5,2.1,,,,467,,,6,47.9,22,28,97.3,2.7,97.3,2.7,,,,,,,,,47.8,,,,
52520,Dalwallinu (S),2012,173,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52520,Dalwallinu (S),2013,168,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52520,Dalwallinu (S),2014,161,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52520,Dalwallinu (S),2015,172,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52520,Dalwallinu (S),2016,173,288,,4,443,,3,16,91,568,6,86,57,9,726,136,13,344,497,2.5,137,26,154,16,14,5,350,3,526,98,310,58.3,28.3,4.3,5.7,3.7,81.1,17.5,695,"1,078",64,18.9,5.2,0.9,7.6,36,2,4,396,55,458,14,4,13,40.3,22,34.3,97.1,2.9,96.3,3.7,9,9,8,9,9,8,8,8,28.2,23.2,5.3,30,13.2
52590,Dandaragan (S),2011,386,79,,33,848,4,27,39,115,"1,089",23,160,162,13,"1,447",304,23,816,"1,139",2.3,264,38,440,50,22,11,824,2.8,"1,130",270,570,56.7,26.8,5.4,8.5,2.8,,,776,"1,842",62.7,18.6,5.6,1,9,29.8,1.9,,,,"1,051",11,18,58,41.7,24.2,30,94.1,5.9,94.2,5.8,,,,,,,,,38.8,,,,
52590,Dandaragan (S),2012,371,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52590,Dandaragan (S),2013,360,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52590,Dandaragan (S),2014,397,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52590,Dandaragan (S),2015,403,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52590,Dandaragan (S),2016,381,150,,29,832,4,20,49,124,"1,080",10,178,158,27,"1,453",341,35,855,"1,232",2.3,233,56,488,54,32,10,868,2.7,"1,168",306,715,54.8,28,5.3,8.5,3.5,78.5,18.1,"1,062","1,806",66.1,16.8,6.2,0.5,8.9,31.3,1.7,14,"1,002",108,"1,143",28,3,56,42.2,26.8,25.5,93.8,6.2,94.6,5.4,8,7,5,9,6,6,4,8,76.8,35.4,7.2,46.2,12.4
52660,Dardanup (S),2011,"2,389",50,6,194,"4,473",34,23,57,62,"4,915",85,230,783,92,"6,105",774,114,"3,405","4,286",2.7,"1,331",257,"1,383",342,104,28,"3,446",3,"4,555","1,140","2,715",53.9,30.6,4.5,7.9,3.2,,,"1,220","1,939",59.4,24.9,7.8,1.5,9,18,1.9,,,,"3,957",211,28,92,27.7,44.9,22.6,89.1,10.9,94.2,5.8,,,,,,,,,10.9,,,,
52660,Dardanup (S),2012,"2,146",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52660,Dardanup (S),2013,"2,272",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52660,Dardanup (S),2014,"2,191",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52660,Dardanup (S),2015,"2,229",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52660,Dardanup (S),2016,"2,288",106,,147,"4,795",25,23,69,98,"5,198",82,250,828,67,"6,425",941,112,"3,769","4,828",2.6,"1,434",265,"1,551",398,153,36,"3,832",3,"4,904","1,309","3,273",52.6,30.7,5,8.1,3.6,85.9,12.1,"1,369","1,889",60.6,23.1,7.3,1.2,10.1,20.3,1.9,62,"4,158",363,"4,493",246,,69,29.4,45.3,21.6,91.2,8.8,92.5,7.5,8,7,3,10,7,6,2,9,27.3,18.4,10,13.5,9.3
52730,Denmark (S),2011,840,105,,21,"1,347",13,19,25,130,"1,563",28,281,348,23,"2,243",570,48,"1,423","2,037",2.3,410,66,726,171,41,10,"1,437",2.8,"1,875",437,"1,231",52.6,26.9,5.2,12.2,3,,,912,"1,606",66.6,19.4,5.8,1.9,11.1,31.2,1.8,,,,"1,900",95,10,39,43,25,28.8,92.3,7.7,90.2,9.8,,,,,,,,,37.9,,,,
52730,Denmark (S),2012,821,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52730,Denmark (S),2013,823,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52730,Denmark (S),2014,893,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52730,Denmark (S),2015,918,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52730,Denmark (S),2016,832,152,,22,"1,456",9,15,28,140,"1,676",15,300,342,31,"2,364",600,53,"1,538","2,192",2.3,461,92,792,155,44,8,"1,552",2.7,"1,981",594,"1,345",50.8,28,5.4,12.7,3.1,82.7,15.2,"1,117","1,732",63.9,17.8,5.9,1,11.8,29.8,1.8,51,"1,716",297,"2,075",83,3,8,43.5,26.8,25.5,93,7,90.4,9.6,8,8,9,7,7,6,9,6,13.9,19,6.2,12.3,4.9
52800,Derby-West Kimberley (S),2011,374,136,,96,"1,218",9,51,76,773,"2,239",23,98,169,82,"2,611",394,48,"1,218","1,657",3.2,499,50,396,301,84,56,"1,379",3.4,"1,023",795,"1,887",30.9,58.3,2.7,5.5,2.8,,,518,"1,884",42.5,15,7.8,1.8,7.7,10.7,2.2,,,,"1,415",52,60,116,10.9,11.2,71.9,97.6,2.4,93.3,6.7,,,,,,,,,426.9,,,,
52800,Derby-West Kimberley (S),2012,383,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52800,Derby-West Kimberley (S),2013,531,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52800,Derby-West Kimberley (S),2014,577,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52800,Derby-West Kimberley (S),2015,570,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52800,Derby-West Kimberley (S),2016,577,165,,36,"1,358",11,41,62,492,"2,021",21,64,149,69,"2,324",503,50,"1,488","2,042",3.1,592,62,481,324,105,97,"1,665",3.3,"1,268",941,"2,221",32.3,56.1,2.9,5.7,3,59.9,34.8,609,"1,977",50.7,19,11.7,2.3,12.6,16.5,2.1,326,"1,086",475,"1,623",202,85,109,8.2,7.6,77.3,98.1,1.9,93,7,1,1,1,1,1,1,1,1,441.8,42.1,2.5,42.6,2.5
52870,Donnybrook-Balingup (S),2011,789,75,,27,"1,609",10,5,38,99,"1,820",31,269,302,41,"2,463",433,30,"1,507","1,969",2.5,488,111,750,115,54,9,"1,520",2.9,"2,105",457,"1,152",55.8,26,5.2,10.1,2.9,,,812,"1,691",66,19.6,7.2,0.7,10.2,25.9,1.9,,,,"1,912",6,37,16,42.5,37.8,16.9,90.7,9.3,94.6,5.4,,,,,,,,,49.1,,,,
52870,Donnybrook-Balingup (S),2012,719,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52870,Donnybrook-Balingup (S),2013,766,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52870,Donnybrook-Balingup (S),2014,767,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52870,Donnybrook-Balingup (S),2015,787,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52870,Donnybrook-Balingup (S),2016,743,150,,43,"1,615",7,10,45,121,"1,869",11,257,335,37,"2,509",518,54,"1,561","2,132",2.4,477,105,813,111,50,13,"1,576",2.8,"2,188",486,"1,334",55,26.5,5.4,10,3,81,16.8,"1,008","1,694",63.5,17.4,7.3,0.6,10.9,26.3,1.9,26,"1,763",220,"2,031",60,4,12,40.7,38.6,17.1,91.8,8.2,94.9,5.1,7,7,6,9,6,6,5,8,26.7,29.4,24,23.4,10.8
52940,Dowerin (S),2011,53,183,,,162,3,3,8,22,215,4,63,28,10,320,78,5,197,280,2.3,65,7,108,8,7,,201,2.8,305,46,130,63.7,19.5,7.9,7.5,2.7,,,311,"1,002",60.4,23,8.9,0.8,15.8,48.6,2,,,,274,,7,,47.6,19.9,26.4,94.3,5.7,97.7,2.3,,,,,,,,,,,,,
52940,Dowerin (S),2012,62,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52940,Dowerin (S),2013,59,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52940,Dowerin (S),2014,53,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52940,Dowerin (S),2015,68,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52940,Dowerin (S),2016,58,150,,3,146,,,6,32,208,1,61,28,9,307,78,6,187,268,2.4,64,14,88,9,7,3,184,3,273,49,148,58.6,23.1,6,7.8,4.5,80.6,17.9,387,962,61.6,21.2,8.1,1.5,9.5,48,2.2,4,219,19,257,4,,,53,17.4,27.7,98.8,1.2,97.2,2.8,6,7,8,7,5,6,8,6,,19.8,2,21.8,1.5
53010,Dumbleyung (S),2011,64,50,,6,149,,,16,37,215,6,86,27,3,337,79,3,176,258,2.3,56,7,95,6,3,,171,2.8,256,53,128,61,23.5,5.8,8.5,2.1,,,242,"1,181",62.5,23.5,8.9,1.9,10.9,44.3,1.8,,,,245,7,,5,53,19.4,24.9,92.8,7.2,97.5,2.5,,,,,,,,,,,,,
53010,Dumbleyung (S),2012,44,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53010,Dumbleyung (S),2013,65,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53010,Dumbleyung (S),2014,55,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53010,Dumbleyung (S),2015,68,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53010,Dumbleyung (S),2016,62,106,,,151,,,8,39,203,1,95,24,3,324,82,5,179,269,2.2,67,9,90,10,3,,177,2.7,274,56,121,59.2,24.3,5.5,7.5,3.7,73.6,22.7,384,591,57,21,7.4,1.3,9.9,41,1.7,,232,9,259,,,3,50.2,17.9,27,98,2,96.4,3.6,8,8,9,8,6,7,9,7,,27.3,19.5,25.9,17.8
53080,Dundas (S),2011,98,150,,20,272,,9,23,106,429,22,16,46,8,521,123,7,223,356,2.2,66,5,98,37,10,,224,2.9,220,117,250,35.6,44.8,2.9,11,5.5,,,326,712,59.7,16.6,4.2,0.9,7.1,15,1.8,,,,319,7,,18,38.5,18,37.1,98.8,1.2,96.7,3.3,,,,,,,,,165.2,,,,
53080,Dundas (S),2012,92,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53080,Dundas (S),2013,93,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53080,Dundas (S),2014,109,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53080,Dundas (S),2015,95,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53080,Dundas (S),2016,75,240,,15,165,,,,61,247,2,16,35,5,305,148,4,148,300,1.9,30,9,75,24,9,4,149,2.8,152,62,233,34.6,40.5,4.6,12.4,7.3,56.7,30.7,525,663,66,10.5,3,,5.5,15.5,1.6,6,216,31,263,3,4,19,41.2,13.3,32.6,98.4,1.6,95.6,4.4,1,1,2,1,1,1,2,1,77.9,56.1,1.5,50.1,1.3
53150,East Fremantle (T),2011,"1,582",200,78,153,"2,246",31,74,36,101,"2,735",137,232,430,30,"3,564",697,119,"1,797","2,612",2.5,759,116,696,139,73,20,"1,812",3,"2,474",559,"1,956",48.6,33.7,5.8,8.8,3.1,,,"1,567","2,611",61.8,21.9,8.4,1.2,11.8,21.9,1.8,,,,"1,855",425,325,4,37.3,35.8,24.1,88.5,11.5,93.1,6.9,,,,,,,,,4.4,,,,
53150,East Fremantle (T),2012,"1,609",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53150,East Fremantle (T),2013,"1,670",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53150,East Fremantle (T),2014,"1,727",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53150,East Fremantle (T),2015,"1,758",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53150,East Fremantle (T),2016,"1,755",206,69,123,"2,470",24,86,49,104,"2,942",141,272,342,23,"3,720",677,97,"1,942","2,712",2.5,827,128,755,163,73,27,"1,955",3,"2,670",602,"2,032",50,33.5,4.9,9,2.6,89.1,9.1,"1,889","2,678",61.3,21.3,8.1,1.2,12.8,26.8,1.8,35,"2,096",412,"1,809",523,364,13,38.4,37,22.2,91.9,8.1,92.8,7.2,10,10,10,10,10,10,10,10,9.7,11.3,10.5,10.7,5.7
53220,East Pilbara (S),2011,"1,447",66,4,"1,450","2,842",34,96,518,791,"5,834",295,75,555,86,"6,845",344,67,"1,288","1,691",3.1,674,94,416,123,40,20,"1,380",3.4,"1,619",657,"1,421",41.7,45.8,1.3,7.2,3.9,,,437,646,52.7,17.5,5.6,1.6,6,11.9,2.1,,,,"1,451",76,113,38,6.8,12.2,76.3,99.8,0.2,95.7,4.3,,,,,,,,,262.6,,,,
53220,East Pilbara (S),2012,"1,510",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53220,East Pilbara (S),2013,"1,454",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53220,East Pilbara (S),2014,"1,310",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53220,East Pilbara (S),2015,"1,162",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53220,East Pilbara (S),2016,"1,130",150,4,"1,399","2,264",27,73,580,523,"4,939",119,49,435,311,"5,853",364,30,"1,189","1,579",3,632,60,403,119,42,17,"1,267",3.4,"1,357",756,"1,210",41.2,45.6,1,7.9,4.4,78.2,18.7,607,"1,056",49,21,6.4,1.4,6.1,14.5,2.1,129,"1,097",251,"1,428",63,22,40,6.4,4.2,83.9,99.6,0.4,96.7,3.3,3,4,4,2,2,3,4,1,166.9,67.8,2.7,58,2.4
53290,Esperance (S),2011,"2,052",65,5,56,"4,248",72,62,84,309,"4,915",32,539,762,114,"6,362","1,185",99,"3,441","4,733",2.5,"1,295",222,"1,435",368,136,38,"3,489",3,"4,519","1,141","3,125",51,32.3,5.4,8.3,3.1,,,840,"1,708",60.8,21.8,6.7,1.1,9.4,26.6,1.9,,,,"4,038",350,212,124,33.8,29.5,33.3,92.5,7.5,92.4,7.6,,,,,,,,,29.4,,,,
53290,Esperance (S),2012,"1,863",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53290,Esperance (S),2013,"1,873",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53290,Esperance (S),2014,"2,013",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53290,Esperance (S),2015,"2,114",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
