LGACODE,LABEL,YEAR,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Persons,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Median_Amount,METHOD OF TRAVEL TO WORK_Used one method - Train or tram,METHOD OF TRAVEL TO WORK_Used one method - Bus,METHOD OF TRAVEL TO WORK_Used one method - Car (as driver or passenger),METHOD OF TRAVEL TO WORK_Used one method - Motor bike/scooter,METHOD OF TRAVEL TO WORK_Used one method - Bicycle,METHOD OF TRAVEL TO WORK_Used one method - Other (inc. Taxis),METHOD OF TRAVEL TO WORK_Used one method - Walked only,METHOD OF TRAVEL TO WORK_Total used one method,METHOD OF TRAVEL TO WORK_Total used more than one method,METHOD OF TRAVEL TO WORK_Other - Worked from home,METHOD OF TRAVEL TO WORK_Other - Employed but did not go to work,METHOD OF TRAVEL TO WORK_Other - Method of travel not stated,METHOD OF TRAVEL TO WORK_Total employed,HOUSEHOLDS BY TYPE_Lone person households,HOUSEHOLDS BY TYPE_Group households,HOUSEHOLDS BY TYPE_Family households,HOUSEHOLDS BY TYPE_Total households,HOUSEHOLDS BY TYPE_Average Household Size,FAMILIES BY TYPE_Couple families with children under 15 and/or dependent students,FAMILIES BY TYPE_Couple families with non-dependent children only,FAMILIES BY TYPE_Couple families without children,"FAMILIES BY TYPE_One parent families, children under 15 &/or dependent students","FAMILIES BY TYPE_One parent families, non-dependent children only",FAMILIES BY TYPE_Other families,FAMILIES BY TYPE_Total families,FAMILIES BY TYPE_Average Family Size,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a registered marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a de facto marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Not married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Never Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Widowed,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Divorced,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Separated,ACCESS TO INTERNET AT HOME_Internet accessed from dwelling,ACCESS TO INTERNET AT HOME_Internet not accessed from dwelling,ACCESS TO INTERNET AT HOME_Average monthly household rental payment,ACCESS TO INTERNET AT HOME_Average monthly household mortgage payment,UNPAID CHILD CARE _Persons who did not provide child care (%),UNPAID CHILD CARE _Persons who cared for own child/children ,UNPAID CHILD CARE _Persons who cared for other child/children ,UNPAID CHILD CARE _Persons who cared for own child/children and other child/children ,UNPAID WORK_Persons who provided unpaid assistance to a person with a disability ,UNPAID WORK_Persons undertaking voluntary work for an organisation or group,COUNT OF ALL CHILDREN IN FAMILY_Average number of all children in a family,HOUSING SUITABILITY_Dwellings with extra bedrooms needed,HOUSING SUITABILITY_Dwellings with bedrooms spare,HOUSING SUITABILITY_Dwellings with no bedrooms needed or spare,DWELLING STRUCTURE_Separate house ,"DWELLING STRUCTURE_Semi-detached, row or terrace house, townhouse etc. ",DWELLING STRUCTURE_Flat or apartment ,DWELLING STRUCTURE_Other dwelling ,TENURE TYPEOwned Outright,TENURE TYPEOwned with a mortgage,TENURE TYPERented,HOUSEHOLD STRESS_Households where mortgage repayments are less than 30% of household income,HOUSEHOLD STRESS_Households with mortgage repayments greater than or equal to 30% of household income,HOUSEHOLD STRESS_Households where rent payments are less than 30% of household income,HOUSEHOLD STRESS_Households with rent payments greater than or equal to 30% of household income,SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_Australia SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_Australia SEIFA decile ranking - Index of Economic Resources (IER),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_State SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_State SEIFA decile ranking - Index of Economic Resources (IER),"Homelessness rate per 10,000 persons",Average commuting distance from Place of Usual Residence,Median commuting distance from Place of Usual Residence,Average commuting distance to place of work,Median commuting distance to place of work
11150,Bourke (A),2011,224,120,,5,685,8,15,14,210,952,16,115,87,29,"1,199",284,23,630,940,2.6,217,34,242,91,29,17,641,3.1,697,265,740,40.5,43.5,5.5,6.4,3.9,,,419,"1,074",56,18.9,5.7,1,10.3,24.2,2.1,,,,888,3,23,15,30.9,21.7,39.3,96.7,3.3,96.6,3.4,,,,,,,,,9.5,,,,
11150,Bourke (A),2012,240,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,Bourke (A),2013,229,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,Bourke (A),2014,223,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,Bourke (A),2015,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,Bourke (A),2016,217,156,,3,620,7,9,22,158,836,4,82,61,17,"1,000",268,14,550,831,2.5,187,26,206,87,45,11,561,3.1,547,268,680,38,46.1,6.2,6.3,3.6,62.5,31.8,626,"1,281",56.3,15,5.5,0.8,9.2,22.6,2,36,575,134,746,16,34,25,30,22.9,40.6,97.2,2.8,94.9,5.1,2,3,8,2,2,3,8,1,23,24.7,1.4,22.9,1.4
11200,Brewarrina (A),2011,93,100,,9,298,,4,8,159,489,1,64,40,25,619,169,17,388,573,2.6,128,24,119,87,30,22,417,3.1,284,236,599,27.6,57.3,5.3,6.1,3.3,,,281,968,67.2,17.7,6.4,0.3,9.8,16.9,2.1,,,,531,,37,4,26.4,12,56.4,98.2,1.8,93.2,6.8,,,,,,,,,127.6,,,,
11200,Brewarrina (A),2012,103,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200,Brewarrina (A),2013,98,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200,Brewarrina (A),2014,91,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200,Brewarrina (A),2015,79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200,Brewarrina (A),2016,80,85,,7,263,13,4,4,110,415,3,44,22,14,498,159,22,369,553,2.6,93,18,124,106,36,16,398,3,250,218,574,25.4,61.1,5.7,5.3,2.7,55,38.9,461,772,65.3,14.3,6.6,0.2,10.2,16.9,1.9,62,341,103,503,5,34,8,25.2,8.6,58.7,99,1,89.2,10.8,1,1,4,1,1,1,4,1,171.7,39.6,1.8,43.6,1.9
11250,Broken Hill (C),2011,"2,296",52,,38,"5,151",58,60,76,388,"5,849",45,163,800,150,"7,007","2,509",150,"4,781","7,436",2.2,"1,271",372,"2,102",738,305,67,"4,853",2.8,"5,826","1,423","5,814",44,33,9.3,9.9,3.9,,,717,"1,113",63.7,16.6,7.5,0.7,12.4,17.4,1.8,,,,"7,018",74,311,25,45,29.1,20.9,95.7,4.3,93.5,6.5,,,,,,,,,24.5,,,,
11250,Broken Hill (C),2012,"2,072",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250,Broken Hill (C),2013,"2,056",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250,Broken Hill (C),2014,"2,092",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250,Broken Hill (C),2015,"2,103",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250,Broken Hill (C),2016,"2,134",100,3,31,"5,247",48,34,31,321,"5,770",32,163,844,93,"6,902","2,532",182,"4,461","7,184",2.2,"1,112",371,"1,921",700,361,75,"4,536",2.8,"5,171","1,432","5,927",41.2,35.2,8.4,10.9,4.2,69.2,26.9,847,"1,083",65.4,15.9,7.7,0.7,13,18.4,1.8,158,"5,485","1,024","6,792",168,182,17,42.1,29.7,23.6,96.9,3.1,93.1,6.9,2,2,2,2,1,1,1,1,41.3,4.5,2.8,4.1,2.8
11300,Burwood (A),2011,"6,003",140,"3,776",489,"6,666",65,80,82,707,"11,999","1,219",448,"1,151",279,"15,096","2,210",863,"7,653","10,727",2.8,"3,042",840,"2,650",715,535,277,"8,055",3.1,"11,648","1,128","12,149",47.8,38.7,5.4,6,2.1,,,"1,690","2,453",70,16.3,5.2,0.4,10.8,13.4,1.8,,,,"5,631","1,194","3,825",60,34,25.8,36.6,90,10,82.8,17.2,,,,,,,,,166.9,,,,
11300,Burwood (A),2012,"5,724",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300,Burwood (A),2013,"5,763",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300,Burwood (A),2014,"5,858",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300,Burwood (A),2015,"6,098",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300,Burwood (A),2016,"5,875",179,"4,845",547,"7,000",77,70,97,829,"13,572","1,518",583,"1,283",218,"17,174","2,397","1,301","8,256","11,957",2.9,"3,200",817,"3,099",721,586,289,"8,722",3,"12,185","1,720","15,004",45.5,41.6,4.6,6.2,2.1,84.1,12.7,"2,123","2,435",73.1,15.3,4.7,0.4,10.4,14,1.7,"1,690","5,949","3,537","4,711","1,976","5,124",50,30.3,23.8,41.8,92.5,7.5,79.7,20.3,7,9,9,2,8,9,9,2,192.4,10.8,11,13.7,9.2
11350,Byron (A),2011,"5,190",120,12,82,"7,836",86,366,139,583,"9,263",118,"1,561","1,446",231,"12,619","3,090",838,"7,274","11,196",2.4,"2,397",448,"2,797","1,262",425,89,"7,426",2.9,"8,058","2,872","9,746",38.4,38.1,5.3,14.5,3.7,,,"1,467","1,854",62.7,20.5,6.9,1.6,11.8,26,1.7,,,,"9,194","1,026",605,350,35,28.8,32.3,88.1,11.9,80.9,19.1,,,,,,,,,93,,,,
11350,Byron (A),2012,"4,669",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11350,Byron (A),2013,"4,716",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11350,Byron (A),2014,"4,958",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11350,Byron (A),2015,"4,813",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11350,Byron (A),2016,"4,745",200,13,73,"8,521",95,334,147,572,"9,893",112,"1,819","1,498",235,"13,557","3,132",896,"7,338","11,368",2.4,"2,392",474,"2,995","1,103",469,96,"7,523",2.8,"7,946","3,340","10,100",37.1,39.7,5.1,14.5,3.6,85,11.7,"1,814","1,899",59.8,18.4,6.6,1,11.2,25,1.7,396,"7,682","2,342","9,266",814,731,392,36.5,28.4,30.8,91.5,8.5,82.8,17.2,8,8,9,7,8,8,9,7,99.6,16.7,8.1,15.6,9.1
11400,Cabonne (A),2011,"2,244",85,,27,"4,057",46,11,57,272,"4,594",56,713,562,102,"6,027","1,106",71,"3,527","4,704",2.6,"1,288",259,"1,575",284,134,36,"3,575",3,"5,279",799,"3,027",57.3,25.8,6.6,7.7,2.8,,,593,"1,663",65,21.1,7.7,0.9,13,27.5,2.1,,,,"4,504",67,65,62,43.6,33.5,19.5,92.1,7.9,95.9,4.1,,,,,,,,,16.8,,,,
11400,Cabonne (A),2012,"2,259",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11400,Cabonne (A),2013,"2,192",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11400,Cabonne (A),2014,"2,153",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11400,Cabonne (A),2015,"2,184",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11400,Cabonne (A),2016,"2,118",100,3,13,"4,175",26,5,50,264,"4,658",33,647,591,103,"6,032","1,144",74,"3,472","4,686",2.6,"1,314",278,"1,476",272,143,37,"3,531",3,"5,197",793,"3,180",56.2,26.5,6.5,7.6,3.2,75.7,21.4,790,"1,746",60.8,21,8,1,12.4,28,2,89,"3,748",573,"4,510",25,75,46,42.1,35.2,18.7,93.8,6.2,95.3,4.7,8,8,8,9,8,8,8,9,19.2,22.1,15.8,19.4,12.2
11450,Camden (A),2011,"13,852",80,600,149,"21,168",107,52,102,354,"23,124","1,346","1,067","2,832",390,"28,759","2,590",323,"14,961","17,876",3,"6,971","1,519","4,635","1,530",653,152,"15,462",3.3,"22,614","3,207","14,147",55.7,29.7,4.4,7.2,3.1,,,"1,506","2,315",59,26.3,8.1,1.2,10.9,14.6,2,,,,"16,397","1,019",275,151,26,52.7,18.7,83.3,16.7,93.3,6.7,,,,,,,,,15.3,,,,
11450,Camden (A),2012,"13,874",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450,Camden (A),2013,"14,620",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450,Camden (A),2014,"15,522",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450,Camden (A),2015,"16,892",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450,Camden (A),2016,"18,047",112,"1,119",257,"29,700",133,65,178,375,"32,382","2,066","1,532","3,647",387,"40,014","3,298",360,"20,420","24,084",3.1,"9,686","2,062","6,358","1,965","1,022",216,"21,309",3.3,"30,384","5,218","19,293",55.4,30.6,3.9,7,3.2,88.8,9.2,"1,928","2,362",57.9,27,8.1,1,11.2,15.2,2,480,"19,632","2,609","22,310","1,432",194,70,24.2,52,20.8,87.9,12.1,92.5,7.5,10,9,8,10,9,9,8,10,12.4,24.7,20,16.6,10.4
11500,Campbelltown (C) (NSW),2011,"32,622",98,"6,637",623,"42,814",275,109,332,912,"52,646","4,118","1,218","5,959","1,112","65,053","8,853","1,048","37,379","47,288",2.9,"14,531","4,486","10,768","5,877","2,845",619,"39,125",3.2,"50,587","7,937","46,970",47.3,36,4.6,8.3,3.8,,,"1,090","1,887",62.8,20.6,7.8,0.8,11.9,11.8,1.9,,,,"38,052","7,288","1,794",143,24.2,42.3,30.4,86.9,13.1,89.4,10.6,,,,,,,,,44.2,,,,
11500,Campbelltown (C) (NSW),2012,"30,595",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11500,Campbelltown (C) (NSW),2013,"30,554",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11500,Campbelltown (C) (NSW),2014,"31,066",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11500,Campbelltown (C) (NSW),2015,"32,383",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11500,Campbelltown (C) (NSW),2016,"32,862",129,"7,632",665,"45,815",270,98,342,811,"56,392","4,680","1,550","5,459",760,"68,841","9,180","1,161","39,635","49,981",3,"15,729","4,650","11,647","5,736","3,353",660,"41,780",3.2,"53,211","9,790","49,894",47.4,35.8,4.4,8.4,4,82.5,14.8,"1,424","1,927",62.6,21.4,7.7,0.7,12.5,13.2,1.9,"2,808","34,622","9,417","39,315","8,274","2,202",80,24.2,39.2,32.9,89.6,10.4,87.2,12.8,4,5,4,5,4,5,3,5,59.2,24,20.6,17.8,11.2
11520,Canada Bay (A),2011,"18,744",160,"3,476","3,103","21,892",275,371,278,"1,034","31,400","2,012","1,584","3,202",480,"38,678","6,459","1,484","20,075","28,016",2.5,"7,713","1,837","8,024","1,468","1,084",441,"20,559",2.9,"29,370","4,897","22,957",51.5,34,5.2,7.2,2.2,,,"1,972","2,800",66.1,19.3,6.1,0.6,10.6,15,1.7,,,,"12,752","3,374","11,703",138,33.1,31,33.1,89.2,10.8,87.9,12.1,,,,,,,,,24.3,,,,
11520,Canada Bay (A),2012,"18,088",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11520,Canada Bay (A),2013,"18,793",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11520,Canada Bay (A),2014,"19,055",190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11520,Canada Bay (A),2015,"19,266",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11520,Canada Bay (A),2016,"18,850",200,"5,931","3,478","23,190",339,402,382,"1,329","36,227","2,823","2,024","3,278",347,"44,699","7,069","2,052","22,984","32,102",2.6,"8,814","1,927","9,405","1,685","1,279",517,"23,631",2.9,"33,017","6,288","27,401",50.8,35.1,4.7,7.1,2.2,87.5,10.3,"2,419","2,690",67.4,19.6,5.8,0.4,10.8,16.7,1.7,"2,142","19,047","9,063","12,384","2,979","16,277",310,30.8,29.4,37.1,92.3,7.7,85.2,14.8,10,10,10,9,10,10,10,9,30,11,9.9,14.6,10.8
11570,Canterbury-Bankstown (A),2011,"54,359",125,"15,588","2,390","78,498",406,402,"1,036","2,635","102,677","6,876","2,793","9,448","2,720","124,514","21,197","2,707","79,244","103,152",2.9,"33,972","9,284","22,908","9,172","6,263","1,640","83,233",3.3,"121,236","8,954","103,520",52.5,30.7,5.9,7.6,3.3,,,"1,283","2,161",64.8,19.7,5.8,0.4,11.7,9.8,1.9,,,,"63,718","14,056","24,656",495,32.5,31.1,32.3,87,13,85.1,14.9,,,,,,,,,46.9,,,,
11570,Canterbury-Bankstown (A),2012,"53,048",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11570,Canterbury-Bankstown (A),2013,"53,047",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11570,Canterbury-Bankstown (A),2014,"54,350",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11570,Canterbury-Bankstown (A),2015,"56,160",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11570,Canterbury-Bankstown (A),2016,"56,335",170,"19,580","2,756","85,538",528,406,"1,203","2,787","114,366","8,859","3,832","9,350","1,736","138,143","21,168","3,584","82,983","107,737",3,"36,508","9,797","23,612","9,112","6,873","1,884","87,800",3.3,"124,284","12,777","114,800",51.3,31.9,5.4,7.9,3.5,79.7,17,"1,621","2,184",66.4,20.1,5.4,0.5,12.3,11.6,2,"12,296","59,518","29,100","61,523","17,302","27,889",622,30.2,29.6,36.4,90.3,9.7,81.9,18.1,3,6,6,3,3,6,6,2,74.6,12.7,11.2,13.4,9
11600,Carrathool (A),2011,374,50,,7,733,9,9,32,127,936,9,194,136,29,"1,304",282,28,675,983,2.4,249,41,298,50,36,7,681,3,946,195,650,52.4,31.2,6.9,6.7,3.5,,,371,983,65.9,19.6,6.9,1.3,11.6,27.4,2.1,,,,917,5,26,36,42.5,21.9,30.4,97.2,2.8,96.9,3.1,,,,,,,,,15.6,,,,
11600,Carrathool (A),2012,359,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11600,Carrathool (A),2013,371,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11600,Carrathool (A),2014,398,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11600,Carrathool (A),2015,437,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11600,Carrathool (A),2016,406,50,,17,861,3,6,23,110,"1,049",20,181,99,35,"1,384",272,34,681,986,2.4,243,47,298,42,39,10,689,2.9,905,233,678,49.8,34.4,6.5,5.9,3.2,70.8,25.4,536,992,63,19.4,6.4,0.4,10.8,26.5,1.9,22,752,126,917,,29,22,39.7,18.8,34.4,97.4,2.6,96.5,3.5,5,6,5,6,6,6,5,6,,31,10.7,29.3,7.8
11650,Central Coast (C) (NSW),2011,"67,851",70,"4,921","1,450","88,973",580,374,682,"2,466","101,253","5,988","5,920","15,679","2,171","131,011","31,363","3,239","82,602","117,206",2.5,"28,198","6,738","31,962","10,982","5,531","1,075","84,505",3,"109,956","20,891","96,864",47.6,30.5,7.5,10.6,3.8,,,"1,172","1,922",63,19.7,8.2,1.1,12.1,15.8,1.9,,,,"93,306","13,849","8,578","1,342",34.6,34.3,27,89.8,10.2,88.5,11.5,,,,,,,,,24.9,,,,
11650,Central Coast (C) (NSW),2012,"63,477",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11650,Central Coast (C) (NSW),2013,"64,210",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11650,Central Coast (C) (NSW),2014,"63,421",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11650,Central Coast (C) (NSW),2015,"64,328",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11650,Central Coast (C) (NSW),2016,"62,970",100,"5,363","1,437","97,466",567,390,744,"2,326","109,846","6,262","7,113","14,916","1,456","139,593","31,956","3,712","85,380","121,048",2.5,"28,746","7,568","33,499","10,491","6,370","1,195","87,869",3,"111,424","25,087","103,170",46.4,31.7,7.1,10.9,4,80.6,16.4,"1,489","1,890",63.2,19.5,8.4,0.9,12.6,17.2,1.8,"3,029","91,458","18,823","95,068","15,026","9,255","1,147",34.7,34,26.8,93,7,88,12,6,7,6,7,7,7,7,7,31.9,28.3,14.4,15.4,10.4
11700,Central Darling (A),2011,126,83,,3,344,15,9,21,174,579,3,137,53,17,789,268,20,453,738,2.4,133,26,193,76,37,15,477,2.9,464,213,665,36.1,47.4,4.1,8.6,3.9,,,337,621,65.8,18.4,6.1,0.8,10.8,22.8,2,,,,607,,42,41,38,9.5,43.2,98.8,1.2,96.5,3.5,,,,,,,,,81,,,,
11700,Central Darling (A),2012,116,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11700,Central Darling (A),2013,138,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11700,Central Darling (A),2014,151,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11700,Central Darling (A),2015,144,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11700,Central Darling (A),2016,111,110,,3,262,10,3,18,111,413,10,96,24,21,564,228,13,358,605,2.4,112,27,118,59,42,4,370,3.1,325,179,625,33.3,49,4.4,8.5,4.3,54.4,38.8,413,"1,042",62,12.3,3.8,0.2,8.4,17.3,1.9,27,403,104,548,19,16,8,39,8.8,42.1,98.4,1.6,95.5,4.5,1,1,4,1,1,1,3,1,113.6,115,150.8,119.5,155.8
11720,Cessnock (C),2011,"10,568",65,24,85,"15,583",108,45,100,475,"16,768",269,706,"2,732",412,"20,887","4,343",468,"13,416","18,229",2.6,"4,555","1,204","5,047","1,920",876,170,"13,772",3,"17,094","4,042","14,669",46.6,33.7,6.5,9.4,3.8,,,995,"1,688",59.4,21.2,9.4,1.1,12.8,12.5,1.9,,,,"16,707",881,554,73,34.8,36.3,25.2,91.8,8.2,90.8,9.2,,,,,,,,,27.8,,,,
11720,Cessnock (C),2012,"9,700",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11720,Cessnock (C),2013,"9,650",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11720,Cessnock (C),2014,"9,642",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11720,Cessnock (C),2015,"9,410",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
